REGION,SUBREGION,COUNTRY,DS,ORGCD,Total Sum of Count
Americas,Latin America and the Caribbean,Costa Rica,Upala,UNHCR,3
Americas,Latin America and the Caribbean,Cuba,Havana,FAO,4
Americas,Latin America and the Caribbean,Cuba,Havana,PAHO,1
Americas,Latin America and the Caribbean,Cuba,Havana,UN,7
Americas,Latin America and the Caribbean,Cuba,Havana,UNDP,31
Americas,Latin America and the Caribbean,Cuba,Havana,UNESCO,20
Americas,Latin America and the Caribbean,Cuba,Havana,UNFPA,5
Americas,Latin America and the Caribbean,Cuba,Havana,UNHCR,2
Americas,Latin America and the Caribbean,Cuba,Havana,UNICEF,17
Americas,Latin America and the Caribbean,Cuba,Havana,WFP,21
Americas,Latin America and the Caribbean,Dominica,Roseau,PAHO,1
Americas,Latin America and the Caribbean,Dominica,Roseau,UN,1
Americas,Latin America and the Caribbean,Dominica,Roseau,UNDP,1
Americas,Latin America and the Caribbean,Dominican Republic,Santo Domingo,FAO,4
Americas,Latin America and the Caribbean,Dominican Republic,Santo Domingo,ILO,4
Americas,Latin America and the Caribbean,Dominican Republic,Santo Domingo,IOM,8
Americas,Latin America and the Caribbean,Dominican Republic,Santo Domingo,PAHO,10
Americas,Latin America and the Caribbean,Dominican Republic,Santo Domingo,UN,12
Americas,Latin America and the Caribbean,Dominican Republic,Santo Domingo,UN WOMEN,1
Americas,Latin America and the Caribbean,Dominican Republic,Santo Domingo,UNAIDS,4
Americas,Latin America and the Caribbean,Dominican Republic,Santo Domingo,UNDP,21
Americas,Latin America and the Caribbean,Dominican Republic,Santo Domingo,UNFPA,7
Americas,Latin America and the Caribbean,Dominican Republic,Santo Domingo,UNHCR,14
Americas,Latin America and the Caribbean,Dominican Republic,Santo Domingo,UNICEF,24
Americas,Latin America and the Caribbean,Dominican Republic,Santo Domingo,UNOPS,1
Americas,Latin America and the Caribbean,Dominican Republic,Santo Domingo,WFP,11
Americas,Latin America and the Caribbean,Ecuador,Ambato,UNHCR,1
Americas,Latin America and the Caribbean,Ecuador,Cuenca,UNHCR,1
Americas,Latin America and the Caribbean,Ecuador,Esmeraldas,IOM,1
Americas,Latin America and the Caribbean,Ecuador,Esmeraldas,UNHCR,6
Americas,Latin America and the Caribbean,Ecuador,Esmeraldas,UNICEF,1
Americas,Latin America and the Caribbean,Ecuador,Guayaquil,UNHCR,6
Americas,Latin America and the Caribbean,Ecuador,Huaquillas,UNHCR,3
Americas,Latin America and the Caribbean,Ecuador,Ibarra,UNHCR,6
Americas,Latin America and the Caribbean,Ecuador,Lago Agrio,IOM,3
Americas,Latin America and the Caribbean,Ecuador,Lago Agrio,UNHCR,5
Americas,Latin America and the Caribbean,Ecuador,Lago Agrio,UNICEF,1
Americas,Latin America and the Caribbean,Ecuador,Quito,FAO,3
Americas,Latin America and the Caribbean,Ecuador,Quito,ILO,9
Americas,Latin America and the Caribbean,Ecuador,Quito,IOM,92
Americas,Latin America and the Caribbean,Ecuador,Quito,PAHO,9
Americas,Latin America and the Caribbean,Ecuador,Quito,UN,12
Americas,Latin America and the Caribbean,Ecuador,Quito,UN WOMEN,9
Americas,Latin America and the Caribbean,Ecuador,Quito,UNDP,23
Americas,Latin America and the Caribbean,Ecuador,Quito,UNESCO,9
Americas,Latin America and the Caribbean,Ecuador,Quito,UNFPA,9
Americas,Latin America and the Caribbean,Ecuador,Quito,UNHCR,47
Americas,Latin America and the Caribbean,Ecuador,Quito,UNICEF,32
Americas,Latin America and the Caribbean,Ecuador,Quito,UNIDO,1
Americas,Latin America and the Caribbean,Ecuador,Quito,UNOPS,1
Americas,Latin America and the Caribbean,Ecuador,Quito,WFP,11
Americas,Latin America and the Caribbean,Ecuador,Tulcan,IOM,3
Americas,Latin America and the Caribbean,Ecuador,Tulce,UNHCR,5
Americas,Latin America and the Caribbean,El Salvador,San Salvador,FAO,6
Americas,Latin America and the Caribbean,El Salvador,San Salvador,ILO,2
Americas,Latin America and the Caribbean,El Salvador,San Salvador,IOM,145
Americas,Latin America and the Caribbean,El Salvador,San Salvador,PAHO,6
Americas,Latin America and the Caribbean,El Salvador,San Salvador,UN,16
Americas,Latin America and the Caribbean,El Salvador,San Salvador,UN WOMEN,3
Americas,Latin America and the Caribbean,El Salvador,San Salvador,UNAIDS,1
Americas,Latin America and the Caribbean,El Salvador,San Salvador,UNDP,25
Americas,Latin America and the Caribbean,El Salvador,San Salvador,UNFPA,11
Americas,Latin America and the Caribbean,El Salvador,San Salvador,UNHCR,31
Americas,Latin America and the Caribbean,El Salvador,San Salvador,UNICEF,25
Americas,Latin America and the Caribbean,El Salvador,San Salvador,UNOPS,2
Americas,Latin America and the Caribbean,El Salvador,San Salvador,WFP,18
Americas,Latin America and the Caribbean,Grenada,St. Georges,PAHO,1
Americas,Latin America and the Caribbean,Grenada,St. Georges,UN,1
Americas,Latin America and the Caribbean,Guatemala,Esquipulas,UNHCR,6
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,FAO,7
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,IAEA,1
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,IFAD,1
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,ILO,8
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,IOM,46
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,PAHO,17
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,UN,49
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,UN WOMEN,4
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,UNAIDS,3
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,UNDP,33
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,UNESCO,7
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,UNFPA,12
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,UNHCR,39
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,UNICEF,32
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,UNOPS,2
Americas,Latin America and the Caribbean,Guatemala,Guatemala City,WFP,19
Americas,Latin America and the Caribbean,Guatemala,Puerto Barrios,UNHCR,5
Americas,Latin America and the Caribbean,Guatemala,Santa Elena,UNHCR,7
Americas,Latin America and the Caribbean,Guatemala,Tecun Uman,UNHCR,5
Americas,Latin America and the Caribbean,Guyana,Georgetown,FAO,7
Americas,Latin America and the Caribbean,Guyana,Georgetown,IOM,4
Americas,Latin America and the Caribbean,Guyana,Georgetown,PAHO,8
Americas,Latin America and the Caribbean,Guyana,Georgetown,UN,9
Americas,Latin America and the Caribbean,Guyana,Georgetown,UNAIDS,3
Americas,Latin America and the Caribbean,Guyana,Georgetown,UNDP,15
Americas,Latin America and the Caribbean,Guyana,Georgetown,UNFPA,2
Americas,Latin America and the Caribbean,Guyana,Georgetown,UNHCR,4
Americas,Latin America and the Caribbean,Guyana,Georgetown,UNICEF,19
Americas,Latin America and the Caribbean,Haiti,Cap Haitien,WFP,2
Americas,Latin America and the Caribbean,Haiti,Gonaives,UNICEF,2
Americas,Latin America and the Caribbean,Haiti,Gonaives,WFP,2
Americas,Latin America and the Caribbean,Haiti,Les Cayes,UN,1
Americas,Latin America and the Caribbean,Haiti,Les Cayes,UNICEF,4
Americas,Latin America and the Caribbean,Haiti,Port-Au-Prince,FAO,6
Americas,Latin America and the Caribbean,Haiti,Port-Au-Prince,IFAD,2
Americas,Latin America and the Caribbean,Haiti,Port-Au-Prince,ILO,19
Americas,Latin America and the Caribbean,Haiti,Port-Au-Prince,IOM,5
Americas,Latin America and the Caribbean,Haiti,Port-Au-Prince,PAHO,15
Americas,Latin America and the Caribbean,Haiti,Port-Au-Prince,UN,110
Americas,Latin America and the Caribbean,Haiti,Port-Au-Prince,UN WOMEN,8
Americas,Latin America and the Caribbean,Haiti,Port-Au-Prince,UNAIDS,7
Americas,Latin America and the Caribbean,Haiti,Port-Au-Prince,UNDP,43
Americas,Latin America and the Caribbean,Haiti,Port-Au-Prince,UNESCO,8
Americas,Latin America and the Caribbean,Haiti,Port-Au-Prince,UNFPA,24
Americas,Latin America and the Caribbean,Haiti,Port-Au-Prince,UNICEF,82
Americas,Latin America and the Caribbean,Haiti,Port-Au-Prince,UNOPS,2
Americas,Latin America and the Caribbean,Haiti,Port-Au-Prince,WFP,28
Americas,Latin America and the Caribbean,Honduras,Choluteca,UNHCR,1
Americas,Latin America and the Caribbean,Honduras,Mercedes,UNHCR,1
Americas,Latin America and the Caribbean,Honduras,Other,WFP,3
Americas,Latin America and the Caribbean,Honduras,San Pedro Sula,IOM,6
Americas,Latin America and the Caribbean,Honduras,San Pedro Sula,UNHCR,10
Americas,Latin America and the Caribbean,Honduras,San Pedro Sula,WFP,2
Americas,Latin America and the Caribbean,Honduras,Tegucigalpa,FAO,5
Americas,Latin America and the Caribbean,Honduras,Tegucigalpa,ILO,7
Americas,Latin America and the Caribbean,Honduras,Tegucigalpa,IOM,24
Americas,Latin America and the Caribbean,Honduras,Tegucigalpa,ITU,3
Americas,Latin America and the Caribbean,Honduras,Tegucigalpa,PAHO,16
Americas,Latin America and the Caribbean,Honduras,Tegucigalpa,UN,30
Americas,Latin America and the Caribbean,Honduras,Tegucigalpa,UN WOMEN,1
Americas,Latin America and the Caribbean,Honduras,Tegucigalpa,UNDP,21
Americas,Latin America and the Caribbean,Honduras,Tegucigalpa,UNFPA,14
Americas,Latin America and the Caribbean,Honduras,Tegucigalpa,UNHCR,31
Americas,Latin America and the Caribbean,Honduras,Tegucigalpa,UNICEF,30
Americas,Latin America and the Caribbean,Honduras,Tegucigalpa,UNOPS,3
Americas,Latin America and the Caribbean,Honduras,Tegucigalpa,WFP,48
Americas,Latin America and the Caribbean,Jamaica,Kingston,FAO,7
Americas,Latin America and the Caribbean,Jamaica,Kingston,IOM,1
Americas,Latin America and the Caribbean,Jamaica,Kingston,ISA,42
Americas,Latin America and the Caribbean,Jamaica,Kingston,PAHO,9
Americas,Latin America and the Caribbean,Jamaica,Kingston,UN,32
Americas,Latin America and the Caribbean,Jamaica,Kingston,UN WOMEN,1
Americas,Latin America and the Caribbean,Jamaica,Kingston,UNAIDS,5
Americas,Latin America and the Caribbean,Jamaica,Kingston,UNDP,14
Americas,Latin America and the Caribbean,Jamaica,Kingston,UNESCO,14
Americas,Latin America and the Caribbean,Jamaica,Kingston,UNFPA,10
Americas,Latin America and the Caribbean,Jamaica,Kingston,UNICEF,17
Americas,Latin America and the Caribbean,Mexico,Acayucan,UNHCR,2
Americas,Latin America and the Caribbean,Mexico,Aguascalientes,UNHCR,1
Americas,Latin America and the Caribbean,Mexico,Cancun,UNHCR,1
Americas,Latin America and the Caribbean,Mexico,Mexico City,FAO,7
Americas,Latin America and the Caribbean,Mexico,Mexico City,ICAO,23
Americas,Latin America and the Caribbean,Mexico,Mexico City,ILO,25
Americas,Latin America and the Caribbean,Mexico,Mexico City,IOM,14
Americas,Latin America and the Caribbean,Mexico,Mexico City,PAHO,12
Americas,Latin America and the Caribbean,Mexico,Mexico City,UN,126
Americas,Latin America and the Caribbean,Mexico,Mexico City,UN WOMEN,16
Americas,Latin America and the Caribbean,Mexico,Mexico City,UNDP,26
Americas,Latin America and the Caribbean,Mexico,Mexico City,UNESCO,7
Americas,Latin America and the Caribbean,Mexico,Mexico City,UNFPA,11
Americas,Latin America and the Caribbean,Mexico,Mexico City,UNHCR,57
Americas,Latin America and the Caribbean,Mexico,Mexico City,UNICEF,62
Americas,Latin America and the Caribbean,Mexico,Mexico City,UNIDO,6
Americas,Latin America and the Caribbean,Mexico,Mexico City,UNOPS,1
Americas,Latin America and the Caribbean,Mexico,Mexico City,WHO,2
Americas,Latin America and the Caribbean,Mexico,Monterrey,UNHCR,7
Americas,Latin America and the Caribbean,Mexico,Palenque,UNHCR,1
Americas,Latin America and the Caribbean,Mexico,Saltillo,UNHCR,3
Americas,Latin America and the Caribbean,Mexico,Tapachula,IOM,1
Americas,Latin America and the Caribbean,Mexico,Tapachula,UNHCR,12
Americas,Latin America and the Caribbean,Mexico,Tapachula,UNICEF,2
Americas,Latin America and the Caribbean,Mexico,Tenosique,UNHCR,4
Americas,Latin America and the Caribbean,Mexico,Tijuana,UNHCR,2
Americas,Latin America and the Caribbean,Mexico,Tijuana,UNICEF,1
Americas,Latin America and the Caribbean,Mexico,Tuxtla Gutierrez,UNHCR,3
Americas,Latin America and the Caribbean,Nicaragua,Managua,FAO,6
Americas,Latin America and the Caribbean,Nicaragua,Managua,ILO,5
Americas,Latin America and the Caribbean,Nicaragua,Managua,IOM,1
Americas,Latin America and the Caribbean,Nicaragua,Managua,PAHO,12
Americas,Latin America and the Caribbean,Nicaragua,Managua,UN,2
Americas,Latin America and the Caribbean,Nicaragua,Managua,UNDP,2
Americas,Latin America and the Caribbean,Nicaragua,Managua,UNFPA,13
Americas,Latin America and the Caribbean,Nicaragua,Managua,UNICEF,23
Americas,Latin America and the Caribbean,Nicaragua,Managua,UNIDO,1
Americas,Latin America and the Caribbean,Nicaragua,Managua,UNOPS,1
Americas,Latin America and the Caribbean,Nicaragua,Managua,WFP,26
Americas,Latin America and the Caribbean,Panama,Panama City,FAO,22
Americas,Latin America and the Caribbean,Panama,Panama City,IFAD,12
Americas,Latin America and the Caribbean,Panama,Panama City,ILO,4
Americas,Latin America and the Caribbean,Panama,Panama City,IOM,82
Americas,Latin America and the Caribbean,Panama,Panama City,PAHO,9
Americas,Latin America and the Caribbean,Panama,Panama City,UN,131
Americas,Latin America and the Caribbean,Panama,Panama City,UN WOMEN,20
Americas,Latin America and the Caribbean,Panama,Panama City,UNAIDS,15
Americas,Latin America and the Caribbean,Panama,Panama City,UNDP,118
Americas,Latin America and the Caribbean,Panama,Panama City,UNFPA,36
Americas,Latin America and the Caribbean,Panama,Panama City,UNHCR,86
Americas,Latin America and the Caribbean,Panama,Panama City,UNICEF,111
Americas,Latin America and the Caribbean,Panama,Panama City,UNOPS,7
Americas,Latin America and the Caribbean,Panama,Panama City,WFP,64
Americas,Latin America and the Caribbean,Paraguay,Asuncion,FAO,4
Americas,Latin America and the Caribbean,Paraguay,Asuncion,ILO,4
Americas,Latin America and the Caribbean,Paraguay,Asuncion,IOM,4
Americas,Latin America and the Caribbean,Paraguay,Asuncion,PAHO,9
Americas,Latin America and the Caribbean,Paraguay,Asuncion,UN,12
Americas,Latin America and the Caribbean,Paraguay,Asuncion,UN WOMEN,1
Americas,Latin America and the Caribbean,Paraguay,Asuncion,UNDP,23
Americas,Latin America and the Caribbean,Paraguay,Asuncion,UNFPA,6
Americas,Latin America and the Caribbean,Paraguay,Asuncion,UNICEF,22
Americas,Latin America and the Caribbean,Paraguay,Asuncion,WMO,6
Americas,Latin America and the Caribbean,Peru,Arequipa,UNHCR,1
Americas,Latin America and the Caribbean,Peru,Lima,FAO,8
Americas,Latin America and the Caribbean,Peru,Lima,ICAO,32
Americas,Latin America and the Caribbean,Peru,Lima,IFAD,9
Americas,Latin America and the Caribbean,Peru,Lima,ILO,76
Americas,Latin America and the Caribbean,Peru,Lima,IOM,11
Americas,Latin America and the Caribbean,Peru,Lima,PAHO,18
Americas,Latin America and the Caribbean,Peru,Lima,UN,21
Americas,Latin America and the Caribbean,Peru,Lima,UNAIDS,4
Americas,Latin America and the Caribbean,Peru,Lima,UNDP,24
Americas,Latin America and the Caribbean,Peru,Lima,UNESCO,6
Americas,Latin America and the Caribbean,Peru,Lima,UNFPA,8
Americas,Latin America and the Caribbean,Peru,Lima,UNHCR,28
Americas,Latin America and the Caribbean,Peru,Lima,UNICEF,49
Americas,Latin America and the Caribbean,Peru,Lima,UNOPS,2
Americas,Latin America and the Caribbean,Peru,Lima,WFP,9
Americas,Latin America and the Caribbean,Peru,Tacna,UNHCR,2
Americas,Latin America and the Caribbean,Peru,Tumbes,UNHCR,5
Americas,Latin America and the Caribbean,Puerto Rico,San Juan,UN,1
Americas,Latin America and the Caribbean,Saint Kitts and Nevis,Basseterre,PAHO,1
Americas,Latin America and the Caribbean,Saint Kitts and Nevis,Saint Kitts and Nevis,UN,1
Americas,Latin America and the Caribbean,Saint Lucia,Castries,PAHO,1
Americas,Latin America and the Caribbean,Saint Lucia,Castries,UNICEF,1
Americas,Latin America and the Caribbean,Saint Lucia,Castries,UPU,1
Americas,Latin America and the Caribbean,Saint Vincent & The Grenadines,Kingstown,PAHO,1
Americas,Latin America and the Caribbean,Saint Vincent & The Grenadines,Kingstown,UN,1
Americas,Latin America and the Caribbean,Suriname,Paramaribo,FAO,3
Americas,Latin America and the Caribbean,Suriname,Paramaribo,PAHO,5
Americas,Latin America and the Caribbean,Suriname,Paramaribo,UN,4
Americas,Latin America and the Caribbean,Suriname,Paramaribo,UNDP,10
Americas,Latin America and the Caribbean,Suriname,Paramaribo,UNFPA,1
Americas,Latin America and the Caribbean,Suriname,Paramaribo,UNICEF,8
Americas,Latin America and the Caribbean,Trinidad and Tobago,Port Of Spain,FAO,6
Americas,Latin America and the Caribbean,Trinidad and Tobago,Port Of Spain,ILO,21
Americas,Latin America and the Caribbean,Trinidad and Tobago,Port Of Spain,IMO,1
Americas,Latin America and the Caribbean,Trinidad and Tobago,Port Of Spain,PAHO,7
Americas,Latin America and the Caribbean,Trinidad and Tobago,Port Of Spain,UN,49
Americas,Latin America and the Caribbean,Trinidad and Tobago,Port Of Spain,UNAIDS,1
Americas,Latin America and the Caribbean,Trinidad and Tobago,Port Of Spain,UNDP,17
Americas,Latin America and the Caribbean,Trinidad and Tobago,Port Of Spain,UNFPA,2
Americas,Latin America and the Caribbean,Trinidad and Tobago,Port Of Spain,UNHCR,10
Americas,Latin America and the Caribbean,Trinidad and Tobago,Port Of Spain,UNICEF,3
Americas,Latin America and the Caribbean,Uruguay,Montevideo,FAO,4
Americas,Latin America and the Caribbean,Uruguay,Montevideo,ICAO,2
Americas,Latin America and the Caribbean,Uruguay,Montevideo,ILO,12
Americas,Latin America and the Caribbean,Uruguay,Montevideo,IOM,1
Americas,Latin America and the Caribbean,Uruguay,Montevideo,PAHO,9
Americas,Latin America and the Caribbean,Uruguay,Montevideo,UN,10
Americas,Latin America and the Caribbean,Uruguay,Montevideo,UN WOMEN,2
Americas,Latin America and the Caribbean,Uruguay,Montevideo,UNDP,17
Americas,Latin America and the Caribbean,Uruguay,Montevideo,UNESCO,18
Americas,Latin America and the Caribbean,Uruguay,Montevideo,UNFPA,6
Americas,Latin America and the Caribbean,Uruguay,Montevideo,UNICEF,24
Americas,Latin America and the Caribbean,Uruguay,Montevideo,UNIDO,4
Americas,Latin America and the Caribbean,Venezuela,Caracas,FAO,3
Americas,Latin America and the Caribbean,Venezuela,Caracas,IOM,1
Americas,Latin America and the Caribbean,Venezuela,Caracas,PAHO,17
Americas,Latin America and the Caribbean,Venezuela,Caracas,UN,33
Americas,Latin America and the Caribbean,Venezuela,Caracas,UNAIDS,3
Americas,Latin America and the Caribbean,Venezuela,Caracas,UNDP,27
Americas,Latin America and the Caribbean,Venezuela,Caracas,UNESCO,4
Americas,Latin America and the Caribbean,Venezuela,Caracas,UNFPA,14
Americas,Latin America and the Caribbean,Venezuela,Caracas,UNHCR,49
Americas,Latin America and the Caribbean,Venezuela,Caracas,UNICEF,61
Americas,Latin America and the Caribbean,Venezuela,Caracas,WFP,8
Americas,Latin America and the Caribbean,Venezuela,Ciudad Guayana,UN,3
Americas,Latin America and the Caribbean,Venezuela,Ciudad Guayana,UNHCR,17
Americas,Latin America and the Caribbean,Venezuela,Ciudad Guayana,UNICEF,10
Americas,Latin America and the Caribbean,Venezuela,Guasdualito,UNHCR,16
Americas,Latin America and the Caribbean,Venezuela,Maracaibo,UN,3
Americas,Latin America and the Caribbean,Venezuela,Maracaibo,UNHCR,18
Americas,Latin America and the Caribbean,Venezuela,Maracaibo,UNICEF,11
Americas,Latin America and the Caribbean,Venezuela,San Antonio del Tachira,UNHCR,2
Americas,Latin America and the Caribbean,Venezuela,San Cristobal,UN,3
Americas,Latin America and the Caribbean,Venezuela,San Cristobal,UNHCR,16
Americas,Latin America and the Caribbean,Venezuela,San Cristobal,UNICEF,11
Americas,Northern America,Canada,Montreal,ICAO,521
Americas,Northern America,Canada,Montreal,UN,146
Americas,Northern America,Canada,Montreal,UNESCO,38
Americas,Northern America,Canada,Montreal,UNHCR,4
Americas,Northern America,Canada,Montreal,WFP,1
Americas,Northern America,Canada,Ottawa,ILO,1
Americas,Northern America,Canada,Ottawa,UNAIDS,1
Americas,Northern America,Canada,Ottawa,UNHCR,15
Americas,Northern America,Canada,Ottawa,WFP,1
Americas,Northern America,Canada,Ottawa,WHO,2
Americas,Northern America,Canada,Toronto,IAEA,6
Americas,Northern America,Canada,Toronto,UNAIDS,1
Americas,Northern America,Canada,Toronto,UNHCR,15
Americas,Northern America,Canada,Toronto,UNU,4
Americas,Northern America,Canada,Toronto,WHO,4
Americas,Northern America,Canada,Vancouver,UNHCR,3
Americas,Northern America,United States of America,Chapel-Hill,WHO,1
Americas,Northern America,United States of America,Chicago,IOM,11
Americas,Northern America,United States of America,Cincinnati,WHO,2
Americas,Northern America,United States of America,Dulles,IOM,7
Americas,Northern America,United States of America,El Paso,UNHCR,2
Americas,Northern America,United States of America,Guantanamo,IOM,7
Americas,Northern America,United States of America,Houston,IOM,11
Americas,Northern America,United States of America,Los Angeles,IOM,16
Americas,Northern America,United States of America,Miami,UNHCR,1
Americas,Northern America,United States of America,New York,CEB,8
Americas,Northern America,United States of America,New York,FAO,10
Americas,Northern America,United States of America,New York,IAEA,2
Americas,Northern America,United States of America,New York,ICSC,45
Americas,Northern America,United States of America,New York,ILO,7
Americas,Northern America,United States of America,New York,IOM,42
Americas,Northern America,United States of America,New York,ISA,1
Americas,Northern America,United States of America,New York,ITC,1
Americas,Northern America,United States of America,New York,ITU,6
Americas,Northern America,United States of America,New York,UN,6 434
Americas,Northern America,United States of America,New York,UN WOMEN,326
Americas,Northern America,United States of America,New York,UNAIDS,6
Americas,Northern America,United States of America,New York,UNDP,897
Americas,Northern America,United States of America,New York,UNESCO,6
Americas,Northern America,United States of America,New York,UNFPA,338
Americas,Northern America,United States of America,New York,UNHCR,43
Americas,Northern America,United States of America,New York,UNICC,46
Americas,Northern America,United States of America,New York,UNICEF,1 093
Americas,Northern America,United States of America,New York,UNIDO,2
Americas,Northern America,United States of America,New York,UNITAR,1
Americas,Northern America,United States of America,New York,UNJSPF,293
Americas,Northern America,United States of America,New York,UNOPS,93
Americas,Northern America,United States of America,New York,UNRWA,3
Americas,Northern America,United States of America,New York,UNSSC,1
Americas,Northern America,United States of America,New York,UNU,4
Americas,Northern America,United States of America,New York,WFP,19
Americas,Northern America,United States of America,New York,WHO,14
Americas,Northern America,United States of America,New York,WIPO,2
Americas,Northern America,United States of America,New York,WMO,1
Americas,Northern America,United States of America,San Francisco,UNFPA,1
Americas,Northern America,United States of America,San Francisco,UNHCR,2
Americas,Northern America,United States of America,Seattle,WHO,4
Americas,Northern America,United States of America,Washington,FAO,8
Americas,Northern America,United States of America,Washington,IFAD,4
Americas,Northern America,United States of America,Washington,ILO,4
Americas,Northern America,United States of America,Washington,IOM,76
Americas,Northern America,United States of America,Washington,PAHO,469
Americas,Northern America,United States of America,Washington,UN,30
Americas,Northern America,United States of America,Washington,UNAIDS,4
Americas,Northern America,United States of America,Washington,UNDP,7
Americas,Northern America,United States of America,Washington,UNFPA,2
Americas,Northern America,United States of America,Washington,UNHCR,39
Americas,Northern America,United States of America,Washington,UNICC,2
Americas,Northern America,United States of America,Washington,UNICEF,2
Americas,Northern America,United States of America,Washington,UNOPS,1
Americas,Northern America,United States of America,Washington,UNRWA,3
Americas,Northern America,United States of America,Washington,WFP,26
Americas,Northern America,United States of America,Washington,WHO,3
Asia,Central Asia,Kazakhstan,Almaty,IOM,11
Asia,Central Asia,Kazakhstan,Almaty,UN,21
Asia,Central Asia,Kazakhstan,Almaty,UNAIDS,4
Asia,Central Asia,Kazakhstan,Almaty,UNDP,1
Asia,Central Asia,Kazakhstan,Almaty,UNESCO,10
Asia,Central Asia,Kazakhstan,Almaty,UNFPA,6
Asia,Central Asia,Kazakhstan,Almaty,UNHCR,15
Asia,Central Asia,Kazakhstan,Almaty,UNICEF,7
Asia,Central Asia,Kazakhstan,Almaty,WHO,9
Asia,Central Asia,Kazakhstan,Nur-Sultan,IOM,11
Asia,Central Asia,Kazakhstan,Nur-Sultan,UN,12
Asia,Central Asia,Kazakhstan,Nur-Sultan,UN WOMEN,5
Asia,Central Asia,Kazakhstan,Nur-Sultan,UNDP,27
Asia,Central Asia,Kazakhstan,Nur-Sultan,UNFPA,9
Asia,Central Asia,Kazakhstan,Nur-Sultan,UNHCR,3
Asia,Central Asia,Kazakhstan,Nur-Sultan,UNICEF,26
Asia,Central Asia,Kazakhstan,Nur-Sultan,WHO,8
Asia,Central Asia,Kyrgyzstan,Bishkek,FAO,4
Asia,Central Asia,Kyrgyzstan,Bishkek,ILO,2
Asia,Central Asia,Kyrgyzstan,Bishkek,IOM,12
Asia,Central Asia,Kyrgyzstan,Bishkek,UN,25
Asia,Central Asia,Kyrgyzstan,Bishkek,UN WOMEN,8
Asia,Central Asia,Kyrgyzstan,Bishkek,UNAIDS,2
Asia,Central Asia,Kyrgyzstan,Bishkek,UNDP,38
Asia,Central Asia,Kyrgyzstan,Bishkek,UNFPA,12
Asia,Central Asia,Kyrgyzstan,Bishkek,UNHCR,5
Asia,Central Asia,Kyrgyzstan,Bishkek,UNICEF,32
Asia,Central Asia,Kyrgyzstan,Bishkek,WFP,23
Asia,Central Asia,Kyrgyzstan,Bishkek,WHO,21
Asia,Central Asia,Kyrgyzstan,Osh,IOM,2
Asia,Central Asia,Kyrgyzstan,Osh,UN,1
Asia,Central Asia,Kyrgyzstan,Osh,UNICEF,6
Asia,Central Asia,Kyrgyzstan,Osh,WFP,1
Asia,Central Asia,Tajikistan,Dushanbe,FAO,3
Asia,Central Asia,Tajikistan,Dushanbe,IOM,15
Asia,Central Asia,Tajikistan,Dushanbe,UN,16
Asia,Central Asia,Tajikistan,Dushanbe,UN WOMEN,1
Asia,Central Asia,Tajikistan,Dushanbe,UNAIDS,2
Asia,Central Asia,Tajikistan,Dushanbe,UNDP,33
Asia,Central Asia,Tajikistan,Dushanbe,UNFPA,13
Asia,Central Asia,Tajikistan,Dushanbe,UNHCR,12
Asia,Central Asia,Tajikistan,Dushanbe,UNICEF,53
Asia,Central Asia,Tajikistan,Dushanbe,WFP,28
Asia,Central Asia,Tajikistan,Dushanbe,WHO,21
Asia,Central Asia,Tajikistan,Gharm,UNICEF,1
Asia,Central Asia,Tajikistan,Gharm,WFP,2
Asia,Central Asia,Tajikistan,Khorog,UNICEF,1
Asia,Central Asia,Tajikistan,Khorog,WFP,4
Asia,Central Asia,Tajikistan,Khujand,UNICEF,1
Asia,Central Asia,Tajikistan,Khujand,WFP,3
Asia,Central Asia,Tajikistan,Qurghonteppa,UNICEF,1
Asia,Central Asia,Tajikistan,Qurghonteppa,WFP,1
Asia,Central Asia,Turkmenistan,Ashkhabad,IOM,2
Asia,Central Asia,Turkmenistan,Ashkhabad,UN,39
Asia,Central Asia,Turkmenistan,Ashkhabad,UNDP,21
Asia,Central Asia,Turkmenistan,Ashkhabad,UNFPA,8
Asia,Central Asia,Turkmenistan,Ashkhabad,UNICEF,22
Asia,Central Asia,Turkmenistan,Ashkhabad,WHO,12
Asia,Central Asia,Uzbekistan,Tashkent,FAO,1
Asia,Central Asia,Uzbekistan,Tashkent,ILO,6
Asia,Central Asia,Uzbekistan,Tashkent,UN,28
Asia,Central Asia,Uzbekistan,Tashkent,UNAIDS,2
Asia,Central Asia,Uzbekistan,Tashkent,UNDP,32
Asia,Central Asia,Uzbekistan,Tashkent,UNESCO,8
Asia,Central Asia,Uzbekistan,Tashkent,UNFPA,16
